timestamp,alert_type,severity,message
2026-02-22 06:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-22 06:30:00+00:00: 672 W above normal for this time of day.
2026-02-22 06:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-22 06:45:00+00:00: 982 W above normal for this time of day.
2026-02-22 08:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-22 08:00:00+00:00: 3553 W above normal for this time of day.
2026-02-22 08:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-22 08:15:00+00:00: 3570 W above normal for this time of day.
2026-02-22 21:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-22 21:00:00+00:00: 2374 W above normal for this time of day.
2026-02-22 21:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-22 21:15:00+00:00: 2294 W above normal for this time of day.
2026-02-22 21:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-22 21:30:00+00:00: 2034 W above normal for this time of day.
2026-02-22 22:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-22 22:00:00+00:00: 1767 W above normal for this time of day.
2026-02-22 22:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-22 22:15:00+00:00: 1359 W above normal for this time of day.
2026-02-22 22:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-22 22:30:00+00:00: 1323 W above normal for this time of day.
2026-02-22 22:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-22 22:45:00+00:00: 1231 W above normal for this time of day.
2026-02-22 23:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-22 23:00:00+00:00: 954 W above normal for this time of day.
2026-02-22 23:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-22 23:15:00+00:00: 799 W above normal for this time of day.
2026-02-22 23:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-22 23:30:00+00:00: 678 W above normal for this time of day.
2026-02-22 23:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-22 23:45:00+00:00: 466 W above normal for this time of day.
2026-02-23 06:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-23 06:00:00+00:00: 540 W above normal for this time of day.
2026-02-23 06:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-23 06:15:00+00:00: 641 W above normal for this time of day.
2026-02-23 06:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-23 06:30:00+00:00: 624 W above normal for this time of day.
2026-02-23 06:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-23 06:45:00+00:00: 742 W above normal for this time of day.
2026-02-23 08:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-23 08:00:00+00:00: 3312 W above normal for this time of day.
2026-02-23 08:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-23 08:15:00+00:00: 3406 W above normal for this time of day.
2026-02-23 21:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-23 21:00:00+00:00: 2238 W above normal for this time of day.
2026-02-23 21:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-23 21:15:00+00:00: 2347 W above normal for this time of day.
2026-02-23 21:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-23 21:30:00+00:00: 1834 W above normal for this time of day.
2026-02-23 22:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-23 22:00:00+00:00: 1601 W above normal for this time of day.
2026-02-23 22:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-23 22:15:00+00:00: 1462 W above normal for this time of day.
2026-02-23 22:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-23 22:30:00+00:00: 1319 W above normal for this time of day.
2026-02-23 22:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-23 22:45:00+00:00: 1188 W above normal for this time of day.
2026-02-23 23:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-23 23:00:00+00:00: 771 W above normal for this time of day.
2026-02-23 23:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-23 23:15:00+00:00: 644 W above normal for this time of day.
2026-02-23 23:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-23 23:30:00+00:00: 516 W above normal for this time of day.
2026-02-24 06:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-24 06:00:00+00:00: 742 W above normal for this time of day.
2026-02-24 06:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-24 06:15:00+00:00: 890 W above normal for this time of day.
2026-02-24 06:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-24 06:30:00+00:00: 931 W above normal for this time of day.
2026-02-24 06:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-24 06:45:00+00:00: 1082 W above normal for this time of day.
2026-02-24 08:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-24 08:00:00+00:00: 3814 W above normal for this time of day.
2026-02-24 08:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-24 08:15:00+00:00: 3786 W above normal for this time of day.
2026-02-24 21:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-24 21:15:00+00:00: 1837 W above normal for this time of day.
2026-02-24 21:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-24 21:30:00+00:00: 1966 W above normal for this time of day.
2026-02-24 22:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-24 22:00:00+00:00: 1599 W above normal for this time of day.
2026-02-24 22:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-24 22:15:00+00:00: 1024 W above normal for this time of day.
2026-02-24 22:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-24 22:30:00+00:00: 1222 W above normal for this time of day.
2026-02-24 22:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-24 22:45:00+00:00: 989 W above normal for this time of day.
2026-02-24 23:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-24 23:00:00+00:00: 913 W above normal for this time of day.
2026-02-24 23:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-24 23:15:00+00:00: 732 W above normal for this time of day.
2026-02-24 23:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-24 23:30:00+00:00: 586 W above normal for this time of day.
2026-02-24 23:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-24 23:45:00+00:00: 510 W above normal for this time of day.
2026-02-25 06:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-25 06:00:00+00:00: 722 W above normal for this time of day.
2026-02-25 06:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-25 06:15:00+00:00: 1023 W above normal for this time of day.
2026-02-25 06:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-25 06:30:00+00:00: 1235 W above normal for this time of day.
2026-02-25 06:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-25 06:45:00+00:00: 1288 W above normal for this time of day.
2026-02-25 08:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-25 08:00:00+00:00: 4048 W above normal for this time of day.
2026-02-25 08:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-25 08:15:00+00:00: 3941 W above normal for this time of day.
2026-02-25 21:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-25 21:00:00+00:00: 2451 W above normal for this time of day.
2026-02-25 21:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-25 21:30:00+00:00: 1900 W above normal for this time of day.
2026-02-25 22:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-25 22:00:00+00:00: 1647 W above normal for this time of day.
2026-02-25 22:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-25 22:15:00+00:00: 1424 W above normal for this time of day.
2026-02-25 22:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-25 22:30:00+00:00: 1487 W above normal for this time of day.
2026-02-25 22:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-25 22:45:00+00:00: 1104 W above normal for this time of day.
2026-02-25 23:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-25 23:00:00+00:00: 718 W above normal for this time of day.
2026-02-25 23:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-25 23:15:00+00:00: 646 W above normal for this time of day.
2026-02-25 23:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-25 23:30:00+00:00: 551 W above normal for this time of day.
2026-02-26 06:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-26 06:00:00+00:00: 702 W above normal for this time of day.
2026-02-26 06:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-26 06:15:00+00:00: 856 W above normal for this time of day.
2026-02-26 06:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-26 06:30:00+00:00: 1147 W above normal for this time of day.
2026-02-26 06:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-26 06:45:00+00:00: 1081 W above normal for this time of day.
2026-02-26 08:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-26 08:00:00+00:00: 3559 W above normal for this time of day.
2026-02-26 08:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-26 08:15:00+00:00: 3376 W above normal for this time of day.
2026-02-26 20:30:00+00:00,high_consumption,critical,Very high consumption at 2026-02-26 20:30:00+00:00: 6098 W exceeds expected range significantly.
2026-02-26 20:45:00+00:00,high_consumption,critical,Very high consumption at 2026-02-26 20:45:00+00:00: 5530 W exceeds expected range significantly.
2026-02-26 21:00:00+00:00,high_consumption,critical,Very high consumption at 2026-02-26 21:00:00+00:00: 6554 W exceeds expected range significantly.
2026-02-26 21:15:00+00:00,high_consumption,critical,Very high consumption at 2026-02-26 21:15:00+00:00: 6052 W exceeds expected range significantly.
2026-02-26 21:30:00+00:00,high_consumption,critical,Very high consumption at 2026-02-26 21:30:00+00:00: 5964 W exceeds expected range significantly.
2026-02-26 21:45:00+00:00,high_consumption,critical,Very high consumption at 2026-02-26 21:45:00+00:00: 5521 W exceeds expected range significantly.
2026-02-26 22:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-26 22:00:00+00:00: 4432 W above normal for this time of day.
2026-02-26 22:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-26 22:15:00+00:00: 4121 W above normal for this time of day.
2026-02-26 22:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-26 22:30:00+00:00: 1076 W above normal for this time of day.
2026-02-26 23:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-26 23:00:00+00:00: 729 W above normal for this time of day.
2026-02-26 23:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-26 23:15:00+00:00: 658 W above normal for this time of day.
2026-02-26 23:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-26 23:30:00+00:00: 539 W above normal for this time of day.
2026-02-26 23:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-26 23:45:00+00:00: 440 W above normal for this time of day.
2026-02-27 06:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-27 06:00:00+00:00: 736 W above normal for this time of day.
2026-02-27 06:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-27 06:15:00+00:00: 1016 W above normal for this time of day.
2026-02-27 06:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-27 06:30:00+00:00: 994 W above normal for this time of day.
2026-02-27 06:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-27 06:45:00+00:00: 1067 W above normal for this time of day.
2026-02-27 08:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-27 08:00:00+00:00: 3848 W above normal for this time of day.
2026-02-27 08:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-27 08:15:00+00:00: 3657 W above normal for this time of day.
2026-02-27 21:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-27 21:00:00+00:00: 1936 W above normal for this time of day.
2026-02-27 21:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-27 21:15:00+00:00: 2034 W above normal for this time of day.
2026-02-27 21:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-27 21:30:00+00:00: 1834 W above normal for this time of day.
2026-02-27 22:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-27 22:00:00+00:00: 1363 W above normal for this time of day.
2026-02-27 22:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-27 22:15:00+00:00: 1344 W above normal for this time of day.
